Cataract-intellectual disability-hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
68	GO:CC	GO:0043005	neuron projection	0.0007410192980633	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	95	19	16420	0.2	0.0145929339477726	query_1	['GO:0120025']	['TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'NGFR', 'GDI1', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'RAB3A']
26	REAC	REAC:R-HSA-205017	NFG and proNGF binds to p75NTR	0.0007428145493926	True	NFG and proNGF binds to p75NTR	2	82	2	10022	0.024390243902439	1.0	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
27	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	0.0007428145493926	True	Signaling by ERBB4	53	82	5	10022	0.0609756097560975	0.0943396226415094	query_1	['REAC:R-HSA-9006934']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
28	REAC	REAC:R-HSA-187042	TRKA activation by NGF	0.0007428145493926	True	TRKA activation by NGF	2	82	2	10022	0.024390243902439	1.0	query_1	['REAC:R-HSA-187015']	['NTRK1', 'NGF']
29	REAC	REAC:R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.0007582925609271	True	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2894858']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
30	REAC	REAC:R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.0007582925609271	True	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
31	REAC	REAC:R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.0007582925609271	True	Signaling by NOTCH1 PEST Domain Mutants in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
32	REAC	REAC:R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.0007582925609271	True	Constitutive Signaling by NOTCH1 PEST Domain Mutants	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644602']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
33	REAC	REAC:R-HSA-2644603	Signaling by NOTCH1 in Cancer	0.0007582925609271	True	Signaling by NOTCH1 in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-5663202']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
106	GO:BP	GO:0090160	Golgi to lysosome transport	0.0008071351533955	True	"""The directed movement of substances from the Golgi to lysosomes."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	11	95	3	15719	0.031578947368421	0.2727272727272727	query_1	['GO:0006896', 'GO:0007041', 'GO:0016482']	['RBSN', 'SORT1', 'EHD3']
107	GO:BP	GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis	0.0008483664175065	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within the smooth endoplasmic reticulum of a cell or between the smooth endoplasmic reticulum and its surroundings."" [GOC:ai, GOC:mah]"	2	95	2	15719	0.0210526315789473	1.0	query_1	['GO:0032469']	['PSEN1', 'APP']
69	GO:CC	GO:0030425	dendrite	0.0008610853677346	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	95	12	16420	0.1263157894736842	0.020066889632107	query_1	['GO:0043005', 'GO:0097447']	['RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'NGFR', 'NTRK1', 'NGF', 'APP']
70	GO:CC	GO:0097447	dendritic tree	0.0008756516134081	True	"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]"	600	95	12	16420	0.1263157894736842	0.02	query_1	['GO:0036477', 'GO:0043005']	['RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'NGFR', 'NTRK1', 'NGF', 'APP']
72	GO:CC	GO:0090741	pigment granule membrane	0.0009607230147887	True	"""Any membrane that is part of a pigment granule."" [PMID:11294610]"	20	95	3	16420	0.031578947368421	0.15	query_1	['GO:0030659', 'GO:0048770', 'GO:0098588']	['RAB7A', 'RAB32', 'RAB38']
71	GO:CC	GO:0045009	chitosome	0.0009607230147887	True	"""An intracellular membrane-bounded particle found in fungi and containing chitin synthase; it synthesizes chitin microfibrils. Chitin synthase activity exists in chitosomes and they are proposed to act as a reservoir for regulated transport of chitin synthase enzymes to the division septum."" [ISBN:0198506732, PMID:8970154]"	20	95	3	16420	0.031578947368421	0.15	query_1	['GO:0031410']	['RAB7A', 'RAB32', 'RAB38']
73	GO:CC	GO:0033162	melanosome membrane	0.0009607230147887	True	"""The lipid bilayer surrounding a melanosome."" [GOC:mah]"	20	95	3	16420	0.031578947368421	0.15	query_1	['GO:0042470', 'GO:0045009', 'GO:0090741']	['RAB7A', 'RAB32', 'RAB38']
108	GO:BP	GO:0061512	protein localization to cilium	0.0009700539623402	True	"""A process in which a protein is transported to, or maintained in, a location within a cilium."" [GOC:dph]"	64	95	5	15719	0.0526315789473684	0.078125	query_1	['GO:0033365']	['RAB8A', 'RABEP1', 'GGA1', 'GDI2', 'EHD1']
112	GO:BP	GO:0038180	nerve growth factor signaling pathway	0.0010145726258657	True	"""The series of molecular signals initiated by nerve growth factor (NGF) binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:11520933]"	12	95	3	15719	0.031578947368421	0.25	query_1	['GO:0038179', 'GO:1990090']	['SORT1', 'NTRK1', 'NGF']
111	GO:BP	GO:0043476	pigment accumulation	0.0010145726258657	True	"""The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."" [GOC:jl]"	12	95	3	15719	0.031578947368421	0.25	query_1	['GO:0009605', 'GO:0043473']	['RAB32', 'RAB38', 'SHROOM3']
110	GO:BP	GO:0043482	cellular pigment accumulation	0.0010145726258657	True	"""The aggregation of coloring matter in a particular location in a cell, occurring in response to some external stimulus."" [GOC:jl]"	12	95	3	15719	0.031578947368421	0.25	query_1	['GO:0033059', 'GO:0043476', 'GO:0051716']	['RAB32', 'RAB38', 'SHROOM3']
109	GO:BP	GO:0090385	phagosome-lysosome fusion	0.0010145726258657	True	"""The creation of a phagolysosome from a phagosome and a lysosome."" [GOC:kmv, GOC:tb]"	12	95	3	15719	0.031578947368421	0.25	query_1	['GO:0001845', 'GO:0006906']	['RAB34', 'RAB7A', 'RAB39A']
74	GO:CC	GO:0005811	lipid droplet	0.0010146485855319	True	"""An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."" [GOC:mah, GOC:tb]"	94	95	5	16420	0.0526315789473684	0.0531914893617021	query_1	['GO:0043232']	['RAB7A', 'RAB5C', 'RAB18', 'EHD1', 'RAB3GAP1']
113	GO:BP	GO:0051246	regulation of protein metabolic process	0.0010426922647967	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	95	30	15719	0.3157894736842105	0.0125208681135225	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'APH1B', 'IL24', 'NCSTN', 'RABGEF1', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'RAB3GAP2', 'GGA3', 'YWHAE', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'RAB3GAP1']
114	GO:BP	GO:0043473	pigmentation	0.0010674539156307	True	"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	108	95	6	15719	0.0631578947368421	0.0555555555555555	query_1	['GO:0008150']	['HPS4', 'RAB32', 'RAB38', 'RAB1A', 'SHROOM3', 'HPS1']
115	GO:BP	GO:0098916	anterograde trans-synaptic signaling	0.0011930666740613	True	"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	679	95	14	15719	0.1473684210526315	0.0206185567010309	query_1	['GO:0099537']	['EEA1', 'RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NTRK1', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
116	GO:BP	GO:0007268	chemical synaptic transmission	0.0011930666740613	True	"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	679	95	14	15719	0.1473684210526315	0.0206185567010309	query_1	['GO:0098916']	['EEA1', 'RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NTRK1', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
75	GO:CC	GO:0043226	organelle	0.0012157893683873	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	95	88	16420	0.9263157894736842	0.006785411365564	query_1	['GO:0110165']	['RAB34', 'RAB14', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'SCML1', 'RAB3IP', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
76	GO:CC	GO:0098794	postsynapse	0.0012644567563769	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	95	12	16420	0.1263157894736842	0.019047619047619	query_1	['GO:0045202', 'GO:0110165']	['EEA1', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB4A', 'NGFR', 'MECP2', 'AURKA', 'APP', 'RAB3GAP1', 'RAB3A']
117	GO:BP	GO:0099537	trans-synaptic signaling	0.0013211127180863	True	"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]"	686	95	14	15719	0.1473684210526315	0.0204081632653061	query_1	['GO:0099536']	['EEA1', 'RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NTRK1', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
118	GO:BP	GO:0045055	regulated exocytosis	0.0014715225729096	True	"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	227	95	8	15719	0.0842105263157894	0.0352422907488986	query_1	['GO:0006887']	['PSEN1', 'RAB31', 'RABGEF1', 'RAB5A', 'PPFIA3', 'RAB10', 'RAB3GAP1', 'RAB3A']
119	GO:BP	GO:0048172	regulation of short-term neuronal synaptic plasticity	0.0015669172757207	True	"""A process that modulates short-term neuronal synaptic plasticity, the ability of neuronal synapses to change in the short-term as circumstances require. Short-term neuronal synaptic plasticity generally involves increasing or decreasing synaptic sensitivity."" [GOC:jid, PMID:11891290]"	14	95	3	15719	0.031578947368421	0.2142857142857142	query_1	['GO:0048168']	['PPFIA3', 'RAB3GAP1', 'RAB3A']
34	REAC	REAC:R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	0.0016207258257475	True	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	14	82	3	10022	0.0365853658536585	0.2142857142857142	query_1	['REAC:R-HSA-5633008']	['RABGGTB', 'RABGGTA', 'CHM']
120	GO:BP	GO:0044085	cellular component biogenesis	0.001627068585715	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	3106	95	35	15719	0.3684210526315789	0.0112685125563425	query_1	['GO:0071840']	['RAB34', 'RAB14', 'RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'RAB39A', 'RAB8A', 'PSEN1', 'HTT', 'TMEM9', 'HPS4', 'RAB32', 'RAB3IP', 'RAB38', 'RAB5A', 'RAB13', 'RILP', 'EHD3', 'RAB1A', 'RAB3GAP2', 'EHD2', 'MECP2', 'AURKA', 'NTRK1', 'GDI2', 'SIRT2', 'APP', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A']
121	GO:BP	GO:0007219	Notch signaling pathway	0.001627068585715	True	"""The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:go_curators, GOC:signaling]"	171	95	7	15719	0.0736842105263157	0.0409356725146198	query_1	['GO:0007166']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'MECP2', 'APH1A', 'APP']
122	GO:BP	GO:1904646	cellular response to amyloid-beta	0.001627068585715	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	38	95	4	15719	0.0421052631578947	0.1052631578947368	query_1	['GO:1901653', 'GO:1904645']	['PSEN1', 'BACE1', 'NGFR', 'APP']
37	REAC	REAC:R-HSA-193681	Ceramide signalling	0.0016359266777582	True	Ceramide signalling	3	82	2	10022	0.024390243902439	0.6666666666666666	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
36	REAC	REAC:R-HSA-167021	PLC-gamma1 signalling	0.0016359266777582	True	PLC-gamma1 signalling	3	82	2	10022	0.024390243902439	0.6666666666666666	query_1	['REAC:R-HSA-187037']	['NTRK1', 'NGF']
35	REAC	REAC:R-HSA-198745	Signalling to STAT3	0.0016359266777582	True	Signalling to STAT3	3	82	2	10022	0.024390243902439	0.6666666666666666	query_1	['REAC:R-HSA-187037']	['NTRK1', 'NGF']
38	REAC	REAC:R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	0.0017182120651107	True	Intra-Golgi and retrograde Golgi-to-ER traffic	199	82	8	10022	0.0975609756097561	0.0402010050251256	query_1	['REAC:R-HSA-199991']	['RAB1B', 'RAB39A', 'VPS45', 'RAB1A', 'RAB3GAP2', 'RAB18', 'RAB3GAP1', 'RAB6A']
123	GO:BP	GO:0099536	synaptic signaling	0.0017511098275301	True	"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	708	95	14	15719	0.1473684210526315	0.019774011299435	query_1	['GO:0007267']	['EEA1', 'RAB8A', 'PSEN1', 'BACE1', 'NCSTN', 'RAB5A', 'NGFR', 'PPFIA3', 'MECP2', 'NTRK1', 'NGF', 'APP', 'RAB3GAP1', 'RAB3A']
124	GO:BP	GO:0044782	cilium organization	0.0017511098275301	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]"	374	95	10	15719	0.1052631578947368	0.0267379679144385	query_1	['GO:0006996', 'GO:0120036']	['RAB8A', 'HTT', 'RAB3IP', 'RILP', 'EHD3', 'EHD2', 'AURKA', 'GDI2', 'EHD1', 'RAB23']
125	GO:BP	GO:0032438	melanosome organization	0.0017616936933953	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a melanosome. A melanosome is a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GOC:vk]"	39	95	4	15719	0.0421052631578947	0.1025641025641025	query_1	['GO:0048753']	['HPS4', 'RAB32', 'RAB38', 'HPS1']
126	GO:BP	GO:0048753	pigment granule organization	0.0019031036280138	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a pigment granule."" [GOC:rc]"	40	95	4	15719	0.0421052631578947	0.1	query_1	['GO:0016050', 'GO:0033059']	['HPS4', 'RAB32', 'RAB38', 'HPS1']
127	GO:BP	GO:0045022	early endosome to late endosome transport	0.0019031036280138	True	"""The directed movement of substances, in membrane-bounded vesicles, from the early sorting endosomes to the late sorting endosomes; transport occurs along microtubules and can be experimentally blocked with microtubule-depolymerizing drugs."" [ISBN:0815316194]"	40	95	4	15719	0.0421052631578947	0.1	query_1	['GO:0016482', 'GO:0098927']	['RAB7A', 'EEA1', 'RAB5A', 'RILP']
128	GO:BP	GO:1990000	amyloid fibril formation	0.0019031036280138	True	"""The generation of amyloid fibrils, insoluble fibrous protein aggregates exhibiting beta sheet structure, from proteins."" [GOC:cvs, GOC:jj, GOC:ppm, GOC:sj, PMID:21148556, PMID:22817896, PMID:28937655, PMID:29654159]"	40	95	4	15719	0.0421052631578947	0.1	query_1	['GO:0019538', 'GO:0097435']	['PSEN1', 'BACE1', 'NAT8', 'APP']
129	GO:BP	GO:0007041	lysosomal transport	0.0019501530112889	True	"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]"	123	95	6	15719	0.0631578947368421	0.048780487804878	query_1	['GO:0007034']	['RBSN', 'SORT1', 'RAB7A', 'RILP', 'EHD3', 'GGA3']
39	REAC	REAC:R-HSA-1980143	Signaling by NOTCH1	0.0020375959691871	True	Signaling by NOTCH1	70	82	5	10022	0.0609756097560975	0.0714285714285714	query_1	['REAC:R-HSA-157118']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
130	GO:BP	GO:1900195	positive regulation of oocyte maturation	0.0020431822136717	True	"""Any process that activates or increases the frequency, rate or extent of oocyte maturation."" [GOC:kmv, GOC:TermGenie]"	3	95	2	15719	0.0210526315789473	0.6666666666666666	query_1	['GO:0001556', 'GO:1900193', 'GO:1903431', 'GO:2000243']	['AURKA', 'SIRT2']
131	GO:BP	GO:1903061	positive regulation of protein lipidation	0.0020431822136717	True	"""Any process that activates or increases the frequency, rate or extent of protein lipidation."" [GO_REF:0000058, GOC:rph, GOC:TermGenie, PMID:21909394]"	3	95	2	15719	0.0210526315789473	0.6666666666666666	query_1	['GO:0006497', 'GO:0031401', 'GO:0050747', 'GO:1903059']	['RAB3GAP2', 'RAB3GAP1']
132	GO:BP	GO:0051402	neuron apoptotic process	0.0020431822136717	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	242	95	8	15719	0.0842105263157894	0.0330578512396694	query_1	['GO:0006915', 'GO:0070997']	['PSEN1', 'BACE1', 'NCSTN', 'NGFR', 'MECP2', 'NTRK1', 'NGF', 'APP']
133	GO:BP	GO:0050747	positive regulation of lipoprotein metabolic process	0.0020431822136717	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	3	95	2	15719	0.0210526315789473	0.6666666666666666	query_1	['GO:0031328', 'GO:0042157', 'GO:0050746', 'GO:0051247']	['RAB3GAP2', 'RAB3GAP1']
134	GO:BP	GO:0046903	secretion	0.0020619757052661	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	915	95	16	15719	0.1684210526315789	0.0174863387978142	query_1	['GO:0006810']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'PPFIA3', 'MECP2', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
79	GO:CC	GO:0005765	lysosomal membrane	0.0021423575734073	True	"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]"	396	95	9	16420	0.0947368421052631	0.0227272727272727	query_1	['GO:0005764', 'GO:0098852']	['RAB14', 'SORT1', 'RAB7A', 'PSEN1', 'TMEM9', 'HPS4', 'NCSTN', 'RAB5C', 'RILP']
78	GO:CC	GO:0005776	autophagosome	0.0021423575734073	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	95	5	16420	0.0526315789473684	0.0446428571428571	query_1	['GO:0005773']	['RAB7A', 'OPTN', 'HTT', 'TBC1D17', 'RAB23']
77	GO:CC	GO:0098852	lytic vacuole membrane	0.0021423575734073	True	"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]"	396	95	9	16420	0.0947368421052631	0.0227272727272727	query_1	['GO:0000323', 'GO:0005774']	['RAB14', 'SORT1', 'RAB7A', 'PSEN1', 'TMEM9', 'HPS4', 'NCSTN', 'RAB5C', 'RILP']
135	GO:BP	GO:2000785	regulation of autophagosome assembly	0.0021905309658477	True	"""Any process that modulates the frequency, rate or extent of autophagosome assembly."" [GOC:autophagy, GOC:BHF]"	42	95	4	15719	0.0421052631578947	0.0952380952380952	query_1	['GO:0000045', 'GO:0044088', 'GO:1902115']	['RAB1B', 'RAB5A', 'RAB3GAP2', 'RAB3GAP1']
137	GO:BP	GO:0031175	neuron projection development	0.0023759195931063	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	928	95	16	15719	0.1684210526315789	0.0172413793103448	query_1	['GO:0048666', 'GO:0120036']	['MICALL1', 'RAB8A', 'PSEN1', 'RAB13', 'NGFR', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB6A']
136	GO:BP	GO:0098927	vesicle-mediated transport between endosomal compartments	0.0023759195931063	True	"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles between endosomal compartments, e.g, between early endosome and sorting endosome."" [GOC:dos, PMID:10930469]"	43	95	4	15719	0.0421052631578947	0.0930232558139534	query_1	['GO:0016192']	['RAB7A', 'EEA1', 'RAB5A', 'RILP']
80	GO:CC	GO:0071782	endoplasmic reticulum tubular network	0.0024390545594118	True	"""A subcompartment of the endoplasmic reticulum consisting of tubules having membranes with high curvature in cross-section."" [GOC:vw, PMID:16469703, PMID:20434336]"	28	95	3	16420	0.031578947368421	0.1071428571428571	query_1	['GO:0098827']	['RAB10', 'RAB18', 'RAB3GAP1']
40	REAC	REAC:R-HSA-6798695	Neutrophil degranulation	0.0027394341524918	True	Neutrophil degranulation	463	82	12	10022	0.1463414634146341	0.0259179265658747	query_1	['REAC:R-HSA-168249']	['RAB14', 'RAB7A', 'PSEN1', 'RAB31', 'RAB5B', 'NCSTN', 'RAB5C', 'GDI2', 'RAB10', 'RAB18', 'RAB3A', 'RAB6A']
81	GO:CC	GO:0000139	Golgi membrane	0.0027952224120178	True	"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]"	596	95	11	16420	0.1157894736842105	0.0184563758389261	query_1	['GO:0005794', 'GO:0098588']	['RAB14', 'RAB1B', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'VPS45', 'RAB1A', 'RAB10', 'GOLGA7B', 'RAB6A']
82	GO:CC	GO:0099501	exocytic vesicle membrane	0.0027952224120178	True	"""The lipid bilayer surrounding an exocytic vesicle."" [GOC:dos]"	120	95	5	16420	0.0526315789473684	0.0416666666666666	query_1	['GO:0030658', 'GO:0070382']	['RAB7A', 'RAB5B', 'RAB5A', 'RAB35', 'RAB3A']
83	GO:CC	GO:0030672	synaptic vesicle membrane	0.0027952224120178	True	"""The lipid bilayer surrounding a synaptic vesicle."" [GOC:mah]"	120	95	5	16420	0.0526315789473684	0.0416666666666666	query_1	['GO:0008021', 'GO:0099501']	['RAB7A', 'RAB5B', 'RAB5A', 'RAB35', 'RAB3A']
84	GO:CC	GO:0043203	axon hillock	0.0028667610719174	True	"""Portion of the neuronal cell soma from which the axon originates."" [GOC:nln]"	7	95	2	16420	0.0210526315789473	0.2857142857142857	query_1	['GO:0030424', 'GO:0043025', 'GO:0110165']	['TPX2', 'AURKA']
41	REAC	REAC:R-HSA-209563	Axonal growth stimulation	0.0029445011593105	True	Axonal growth stimulation	4	82	2	10022	0.024390243902439	0.5	query_1	['REAC:R-HSA-193697']	['NGFR', 'NGF']
138	GO:BP	GO:0007265	Ras protein signal transduction	0.0030456101139627	True	"""The series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state."" [GOC:bf]"	329	95	9	15719	0.0947368421052631	0.0273556231003039	query_1	['GO:0007264']	['RAB39A', 'RABGEF1', 'RAB4A', 'NGFR', 'RAB12', 'GDI1', 'NTRK1', 'NGF', 'RAB35']
139	GO:BP	GO:1903018	regulation of glycoprotein metabolic process	0.0030456101139627	True	"""Any process that modulates the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	46	95	4	15719	0.0421052631578947	0.0869565217391304	query_1	['GO:0009100', 'GO:0051246']	['RAB1B', 'PAWR', 'NCSTN', 'RAB1A']
