Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
121	REAC	REAC:R-HSA-5656121	Translesion synthesis by POLI	5.769307345790972e-05	True	Translesion synthesis by POLI	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
120	REAC	REAC:R-HSA-5655862	Translesion synthesis by POLK	5.769307345790972e-05	True	Translesion synthesis by POLK	17	97	4	10022	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
282	GO:BP	GO:0032069	regulation of nuclease activity	5.924796427866733e-05	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	100	4	15719	0.04	0.2	query_1	['GO:0051336', 'GO:0060255']	['TERF2', 'TERF1', 'PCNA', 'NEIL1']
283	GO:BP	GO:0032042	mitochondrial DNA metabolic process	7.257541419601195e-05	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	100	4	15719	0.04	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
284	GO:BP	GO:1904429	regulation of t-circle formation	7.309798190109794e-05	True	"""Any process that modulates the frequency, rate or extent of t-circle formation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	7	100	3	15719	0.03	0.4285714285714285	query_1	['GO:0032204', 'GO:0044087', 'GO:0090656']	['TERF2', 'XRCC5', 'ERCC1']
285	GO:BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	8.279411963172172e-05	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	164	100	8	15719	0.08	0.048780487804878	query_1	['GO:0000082', 'GO:1901990', 'GO:1902806']	['MDM2', 'PTEN', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
286	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	8.734822740166128e-05	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	100	4	15719	0.04	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
287	GO:BP	GO:0016567	protein ubiquitination	8.989111084241065e-05	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	799	100	17	15719	0.17	0.0212765957446808	query_1	['GO:0032446']	['MDM2', 'RNF146', 'FANCI', 'PTEN', 'HLTF', 'PAXIP1', 'BRCA2', 'TNKS2', 'DAXX', 'AXIN1', 'RAD51', 'USP7', 'BRCA1', 'BARD1', 'TNKS', 'TRIM27', 'RNF8']
122	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	9.107816609455098e-05	True	Translesion Synthesis by POLH	19	97	4	10022	0.0412371134020618	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
123	REAC	REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	9.107816609455098e-05	True	Regulation of TP53 Activity through Methylation	19	97	4	10022	0.0412371134020618	0.2105263157894736	query_1	['REAC:R-HSA-5633007']	['MDM2', 'ATM', 'MDM4', 'TP53']
288	GO:BP	GO:0007059	chromosome segregation	9.617291044573978e-05	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	100	12	15719	0.12	0.0291970802919708	query_1	['GO:0022402']	['BRIP1', 'MLH1', 'TERF1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'TOP3A', 'BRCA1', 'RMI2', 'TNKS', 'RMI1']
289	GO:BP	GO:0016574	histone ubiquitination	9.78553397766225e-05	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	100	5	15719	0.05	0.1063829787234042	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
290	GO:BP	GO:1901976	regulation of cell cycle checkpoint	0.0001083122319438	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	100	5	15719	0.05	0.1041666666666666	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
291	GO:BP	GO:0033313	meiotic cell cycle checkpoint signaling	0.0001136251430489	True	"""A signaling process that contributes to a meiotic cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a meiotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	8	100	3	15719	0.03	0.375	query_1	['GO:0000075', 'GO:1903046']	['HUS1', 'RAD1', 'HUS1B']
292	GO:BP	GO:0048522	positive regulation of cellular process	0.0001212402759128	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	100	54	15719	0.54	0.010332950631458	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['USP34', 'RBBP8', 'ACD', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'USP7', 'APEX1', 'PRIM2', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'USP2', 'BARD1', 'WRN', 'TNKS', 'TRIM27', 'TP53', 'PNKP', 'RNF8']
64	GO:CC	GO:0005815	microtubule organizing center	0.0001246345262098	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	100	16	16420	0.16	0.0195599022004889	query_1	['GO:0015630', 'GO:0110165']	['H2AX', 'BRCA2', 'PCNA', 'TNKS2', 'ATM', 'RAD51', 'DCLRE1B', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'USP2', 'WRN', 'TNKS', 'TP53', 'NEIL1']
65	GO:CC	GO:0032301	MutSalpha complex	0.0001309186008615	True	"""A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6."" [PMID:11005803]"	2	100	2	16420	0.02	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH6']
66	GO:CC	GO:0034399	nuclear periphery	0.0001309186008615	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	100	7	16420	0.07	0.0466666666666666	query_1	['GO:0031981', 'GO:0110165']	['HLTF', 'PAXIP1', 'TINF2', 'POLA1', 'PCNA', 'BLM', 'TP53']
68	GO:CC	GO:0032389	MutLalpha complex	0.0001309186008615	True	"""A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS2."" [GOC:vk]"	2	100	2	16420	0.02	1.0	query_1	['GO:0032300', 'GO:0140513']	['MLH1', 'PMS2']
67	GO:CC	GO:0032302	MutSbeta complex	0.0001309186008615	True	"""A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3."" [PMID:11005803]"	2	100	2	16420	0.02	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH3']
293	GO:BP	GO:0000280	nuclear division	0.0001383365722927	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	100	12	15719	0.12	0.0281030444964871	query_1	['GO:0048285']	['BRIP1', 'RAD50', 'MLH1', 'TERF1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
124	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	0.000166755731939	True	E2F mediated regulation of DNA replication	22	97	4	10022	0.0412371134020618	0.1818181818181818	query_1	['REAC:R-HSA-69206']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
294	GO:BP	GO:0010835	regulation of protein ADP-ribosylation	0.0001679245251639	True	"""Any process that modulates the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids."" [GOC:dph, GOC:tb]"	9	100	3	15719	0.03	0.3333333333333333	query_1	['GO:0051338']	['TINF2', 'XRCC1', 'PNKP']
295	GO:BP	GO:0045830	positive regulation of isotype switching	0.0001982904738623	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	100	4	15719	0.04	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
296	GO:BP	GO:0006338	chromatin remodeling	0.0002013547961198	True	"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]"	444	100	12	15719	0.12	0.027027027027027	query_1	['GO:0006325']	['ATRX', 'HLTF', 'APLF', 'H2AX', 'CHD1L', 'DAXX', 'AXIN1', 'POLE3', 'BRCA1', 'CDK2', 'TRIM27', 'TP53']
297	GO:BP	GO:0000209	protein polyubiquitination	0.0002048676383447	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	100	9	15719	0.09	0.0368852459016393	query_1	['GO:0016567']	['MDM2', 'RNF146', 'TNKS2', 'AXIN1', 'BRCA1', 'BARD1', 'TNKS', 'TRIM27', 'RNF8']
298	GO:BP	GO:0070199	establishment of protein localization to chromosome	0.0002279025184868	True	"""The directed movement of a protein to a specific location on a chromosome."" [GOC:BHF, GOC:mah]"	28	100	4	15719	0.04	0.1428571428571428	query_1	['GO:0034502', 'GO:0072594']	['ACD', 'TERF1', 'BRCA2', 'POT1']
299	GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	0.0002291822432255	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	190	100	8	15719	0.08	0.0421052631578947	query_1	['GO:0044843', 'GO:1901987']	['MDM2', 'PTEN', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
302	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0002317141951936	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	100	3	15719	0.03	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
303	GO:BP	GO:0070213	protein auto-ADP-ribosylation	0.0002317141951936	True	"""The ADP-ribosylation by a protein of one or more of its own amino acid residues, or residues on an identical protein."" [GOC:BHF, GOC:rl]"	10	100	3	15719	0.03	0.3	query_1	['GO:0043687']	['TNKS2', 'PARP1', 'TNKS']
301	GO:BP	GO:0051351	positive regulation of ligase activity	0.0002317141951936	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	100	3	15719	0.03	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
300	GO:BP	GO:0045141	meiotic telomere clustering	0.0002317141951936	True	"""The cell cycle process in which the dynamic reorganization of telomeres occurs in early meiotic prophase, during which meiotic chromosome ends are gathered in a bouquet arrangement at the inner surface of the nuclear envelope proximal to the spindle pole body. This plays an important role in progression through meiosis and precedes synapsis."" [GOC:vw, PMID:10690419]"	10	100	3	15719	0.03	0.3	query_1	['GO:0034397', 'GO:0070192', 'GO:0090220']	['MLH1', 'TERF1', 'ATM']
304	GO:BP	GO:0002443	leukocyte mediated immunity	0.0002399459698503	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	100	11	15719	0.11	0.0288713910761154	query_1	['GO:0002252']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
305	GO:BP	GO:0007062	sister chromatid cohesion	0.0002407290859719	True	"""The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other."" [GOC:jh, GOC:mah, ISBN:0815316194]"	57	100	5	15719	0.05	0.087719298245614	query_1	['GO:0022402', 'GO:0051276']	['ATRX', 'FEN1', 'MRE11', 'AXIN2', 'TNKS']
306	GO:BP	GO:0000002	mitochondrial genome maintenance	0.0002562242464987	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	100	4	15719	0.04	0.1379310344827586	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
307	GO:BP	GO:0032446	protein modification by small protein conjugation	0.0002583975132273	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	872	100	17	15719	0.17	0.0194954128440367	query_1	['GO:0070647']	['MDM2', 'RNF146', 'FANCI', 'PTEN', 'HLTF', 'PAXIP1', 'BRCA2', 'TNKS2', 'DAXX', 'AXIN1', 'RAD51', 'USP7', 'BRCA1', 'BARD1', 'TNKS', 'TRIM27', 'RNF8']
137	REAC	REAC:R-HSA-5545619	XAV939 stabilizes AXIN	0.0002653966984984	True	XAV939 stabilizes AXIN	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-4791275']	['TNKS2', 'TNKS']
136	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0002653966984984	True	Defective DNA double strand break response due to BARD1 loss of function	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
135	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0002653966984984	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
134	REAC	REAC:R-HSA-9006821	Alternative Lengthening of Telomeres (ALT)	0.0002653966984984	True	Alternative Lengthening of Telomeres (ALT)	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9673013']	['ATRX', 'DAXX']
133	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0002653966984984	True	Defective DNA double strand break response due to BRCA1 loss of function	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
132	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0002653966984984	True	Defective Mismatch Repair Associated With MSH6	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
131	REAC	REAC:R-HSA-9673013	Diseases of Telomere Maintenance	0.0002653966984984	True	Diseases of Telomere Maintenance	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9675126']	['ATRX', 'DAXX']
130	REAC	REAC:R-HSA-9670621	Defective Inhibition of DNA Recombination at Telomere	0.0002653966984984	True	Defective Inhibition of DNA Recombination at Telomere	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9006821']	['ATRX', 'DAXX']
129	REAC	REAC:R-HSA-9670615	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	0.0002653966984984	True	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9670621']	['ATRX', 'DAXX']
128	REAC	REAC:R-HSA-9670613	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	0.0002653966984984	True	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-9670621']	['ATRX', 'DAXX']
127	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0002653966984984	True	Defective Mismatch Repair Associated With MLH1	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
125	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0002653966984984	True	Defective Mismatch Repair Associated With MSH3	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
126	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0002653966984984	True	Defective Mismatch Repair Associated With PMS2	2	97	2	10022	0.0206185567010309	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
309	GO:BP	GO:1905838	regulation of telomeric D-loop disassembly	0.0002902939370907	True	"""Any process that modulates the frequency, rate or extent of telomeric D-loop disassembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:15200954]"	2	100	2	15719	0.02	1.0	query_1	['GO:0061820', 'GO:1904533']	['TERF2', 'TERF1']
319	GO:BP	GO:0042276	error-prone translesion synthesis	0.0002902939370907	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites."" [GOC:elh, GOC:jl, PMID:11485998]"	11	100	3	15719	0.03	0.2727272727272727	query_1	['GO:0019985']	['POLD3', 'POLE2', 'POLD2']
331	GO:BP	GO:0099403	maintenance of mitotic sister chromatid cohesion, telomeric	0.0002902939370907	True	"""The process in which the association between sister chromatids of a replicated chromosome along the length of the telomeric region is maintained as chromosomes condense, attach to the spindle in a bipolar orientation, and congress to the metaphase plate during a mitotic cell cycle."" [GOC:BHF, GOC:BHF_telomere, GOC:dos, GOC:rph, PMID:26373281]"	2	100	2	15719	0.02	1.0	query_1	['GO:0034088', 'GO:0099404']	['ATRX', 'TNKS']
330	GO:BP	GO:0045004	DNA replication proofreading	0.0002902939370907	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006281', 'GO:0045005']	['POLD1', 'POLE']
329	GO:BP	GO:0099404	mitotic sister chromatid cohesion, telomeric	0.0002902939370907	True	"""The cell cycle process in which telomeres of sister chromatids are joined during mitosis."" [GOC:BHF, GOC:BHF_telomere, GOC:mah, GOC:rph, PMID:26373281]"	2	100	2	15719	0.02	1.0	query_1	['GO:0007064']	['ATRX', 'TNKS']
328	GO:BP	GO:0000710	meiotic mismatch repair	0.0002902939370907	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006298', 'GO:0061982']	['ERCC1', 'MSH6']
327	GO:BP	GO:1990505	mitotic DNA replication maintenance of fidelity	0.0002902939370907	True	"""Any maintenance of fidelity that is involved in mitotic cell cycle DNA replication."" [PMID:19185548]"	2	100	2	15719	0.02	1.0	query_1	['GO:1902298', 'GO:1902969', 'GO:1903047']	['BRCA2', 'RAD51']
326	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0002902939370907	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	100	2	15719	0.02	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
325	GO:BP	GO:1903518	positive regulation of single strand break repair	0.0002902939370907	True	"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	2	100	2	15719	0.02	1.0	query_1	['GO:0000012', 'GO:0045739', 'GO:1903516']	['PARP1', 'XRCC1']
324	GO:BP	GO:1905777	regulation of exonuclease activity	0.0002902939370907	True	"""Any process that modulates the frequency, rate or extent of exonuclease activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:15200954]"	2	100	2	15719	0.02	1.0	query_1	['GO:0032069']	['TERF2', 'TERF1']
323	GO:BP	GO:0072695	regulation of DNA recombination at telomere	0.0002902939370907	True	"""Any process that modulates the frequency, rate or extent of DNA recombination within the telomere."" [GOC:mah]"	2	100	2	15719	0.02	1.0	query_1	['GO:0000018']	['TERF2', 'TERF2IP']
322	GO:BP	GO:1904534	negative regulation of telomeric loop disassembly	0.0002902939370907	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomeric loop disassembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	2	100	2	15719	0.02	1.0	query_1	['GO:0032205', 'GO:0090657', 'GO:1904533']	['TERF2', 'TERF1']
321	GO:BP	GO:0048239	negative regulation of DNA recombination at telomere	0.0002902939370907	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of genetic recombination within the telomere."" [GOC:jid, PMID:9635193]"	2	100	2	15719	0.02	1.0	query_1	['GO:0045910', 'GO:0072695']	['TERF2', 'TERF2IP']
320	GO:BP	GO:0032213	regulation of telomere maintenance via semi-conservative replication	0.0002902939370907	True	"""Any process that modulates the frequency, rate or extent of the semi-conservative replication of telomeric DNA."" [GOC:mah]"	2	100	2	15719	0.02	1.0	query_1	['GO:0010564', 'GO:0032201', 'GO:0032204']	['TERF2', 'TERF1']
332	GO:BP	GO:0034397	telomere localization	0.0002902939370907	True	"""Any process in which a telomere is transported to, and/or maintained in, a specific location."" [GOC:mah, GOC:vw]"	11	100	3	15719	0.03	0.2727272727272727	query_1	['GO:0050000']	['MLH1', 'TERF1', 'ATM']
333	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0002902939370907	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	100	2	15719	0.02	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
317	GO:BP	GO:0032214	negative regulation of telomere maintenance via semi-conservative replication	0.0002902939370907	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the semi-conservative replication of telomeric DNA."" [GOC:mah]"	2	100	2	15719	0.02	1.0	query_1	['GO:0010948', 'GO:0032201', 'GO:0032205', 'GO:0032213']	['TERF2', 'TERF1']
334	GO:BP	GO:0072711	cellular response to hydroxyurea	0.0002902939370907	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	11	100	3	15719	0.03	0.2727272727272727	query_1	['GO:0071241', 'GO:0072710', 'GO:1901699']	['ATRX', 'BLM', 'RAD51']
308	GO:BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0.0002902939370907	True	"""The directed movement of a chromosome to the nuclear envelope that contributes to homologous chromosome segregation and precedes synapsis."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:19913287]"	11	100	3	15719	0.03	0.2727272727272727	query_1	['GO:0022414', 'GO:0045143', 'GO:0051303']	['MLH1', 'TERF1', 'ATM']
316	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0002902939370907	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	100	2	15719	0.02	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
315	GO:BP	GO:1904743	negative regulation of telomeric DNA binding	0.0002902939370907	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:24415760]"	2	100	2	15719	0.02	1.0	query_1	['GO:0043392', 'GO:1904742']	['ERCC4', 'TNKS']
314	GO:BP	GO:1905839	negative regulation of telomeric D-loop disassembly	0.0002902939370907	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomeric D-loop disassembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:15200954]"	2	100	2	15719	0.02	1.0	query_1	['GO:0061820', 'GO:1904534', 'GO:1905838']	['TERF2', 'TERF1']
313	GO:BP	GO:1904907	regulation of maintenance of mitotic sister chromatid cohesion, telomeric	0.0002902939370907	True	"""Any process that modulates the frequency, rate or extent of maintenance of mitotic sister chromatid cohesion, telomeric."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26373281]"	2	100	2	15719	0.02	1.0	query_1	['GO:0034182', 'GO:0099403']	['ATRX', 'TNKS']
312	GO:BP	GO:1904908	negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric	0.0002902939370907	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of maintenance of mitotic sister chromatid cohesion, telomeric."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26373281]"	2	100	2	15719	0.02	1.0	query_1	['GO:0034183', 'GO:0099403', 'GO:1904907']	['ATRX', 'TNKS']
311	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0002902939370907	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	100	2	15719	0.02	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
310	GO:BP	GO:1905778	negative regulation of exonuclease activity	0.0002902939370907	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of exonuclease activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:15200954]"	2	100	2	15719	0.02	1.0	query_1	['GO:0032074', 'GO:1905777']	['TERF2', 'TERF1']
